timestamp;cycle;thumb;index;middle;ring;pinkie;thumb_y;index_y;middle_y;ring_y;pinkie_y
1716367705.5623424;0;433;607;612;545;523;9;9;9;9;9
1716367705.5883245;0;433;608;612;546;523;9;9;9;9;9
1716367705.6013172;0;433;608;612;546;523;9;9;9;9;9
1716367705.6223056;0;433;608;612;546;523;9;9;9;9;9
1716367705.6423001;0;433;608;612;545;523;9;9;9;9;9
1716367705.6622825;0;433;608;612;545;523;9;9;9;9;9
1716367705.68475;0;433;608;612;545;523;9;9;9;9;9
1716367705.702467;0;433;608;612;545;523;9;9;9;9;9
1716367705.7214582;0;433;608;612;545;523;9;9;9;9;9
1716367705.742448;0;433;608;612;545;523;9;9;9;9;9
1716367705.762436;0;433;608;612;546;523;9;9;9;9;9
1716367705.783494;0;433;608;612;546;523;9;9;9;9;9
1716367705.802487;0;433;608;612;546;523;9;9;9;9;9
1716367705.821478;0;433;607;612;545;523;9;9;9;9;9
1716367705.841468;0;433;607;612;545;523;9;9;9;9;9
1716367705.862139;0;433;607;612;545;523;9;9;9;9;9
1716367705.8838193;0;433;608;612;546;523;9;9;9;9;9
1716367705.9022017;0;433;608;612;546;523;9;9;9;9;9
1716367705.9316127;0;433;608;612;546;523;9;9;9;9;9
1716367705.94161;0;433;608;612;546;523;9;9;9;9;9
1716367705.9621484;0;433;608;612;546;523;9;9;9;9;9
1716367705.9850771;0;433;608;612;546;523;9;9;9;9;9
1716367706.0025184;0;433;608;612;546;523;9;9;9;9;9
1716367706.02251;0;433;608;612;546;523;9;9;9;9;9
1716367706.042497;0;433;608;612;546;523;9;9;9;9;9
1716367706.0620267;0;433;608;612;546;523;9;9;9;9;9
1716367706.090583;0;433;608;612;546;523;9;9;9;9;9
1716367706.102457;0;433;608;612;546;523;9;9;9;9;9
1716367706.1224484;0;433;607;612;546;523;9;9;9;9;9
1716367706.1414497;0;433;607;612;546;523;9;9;9;9;9
1716367706.1624446;0;433;607;612;546;523;9;9;9;9;9
1716367706.1824148;0;433;607;612;546;523;9;9;9;9;9
1716367706.2024028;0;433;607;612;546;523;9;9;9;9;9
1716367706.222369;0;433;607;612;546;523;9;9;9;9;9
1716367706.2413595;0;433;608;612;546;523;9;9;9;9;9
