timestamp;cycle;thumb;index;middle;ring;pinkie;thumb_y;index_y;middle_y;ring_y;pinkie_y
1716466902.807396;0;432;606;609;536;521;9;9;9;9;9
1716466902.837379;0;432;606;609;536;521;9;9;9;9;9
1716466902.8483725;0;432;606;609;536;521;9;9;9;9;9
1716466902.8673618;0;432;606;608;536;521;9;9;9;9;9
1716466902.88735;0;432;606;608;536;521;9;9;9;9;9
1716466902.9143424;0;432;606;608;536;521;9;9;9;9;9
1716466902.9437535;0;432;606;608;536;521;9;9;9;9;9
1716466902.9594648;0;432;606;608;536;521;9;9;9;9;9
1716466902.9770803;0;432;606;608;536;521;9;9;9;9;9
1716466902.997074;0;432;605;606;535;520;9;9;9;9;9
1716466903.0170596;0;432;605;606;535;520;9;9;9;9;9
1716466903.027054;0;432;605;606;535;520;9;9;9;9;9
1716466903.0495348;0;432;604;606;534;520;9;9;9;9;9
1716466903.0671213;0;432;604;606;534;520;9;9;9;9;9
1716466903.0931084;0;432;604;606;534;520;9;9;9;9;9
1716466903.1130722;0;432;604;605;534;519;9;9;9;9;9
1716466903.1372466;0;432;604;605;534;519;9;9;9;9;9
1716466903.1593494;0;432;604;605;534;519;9;9;9;9;9
1716466903.177661;0;432;604;605;534;519;9;9;9;9;9
1716466903.197653;0;432;604;605;534;519;9;9;9;9;9
1716466903.2076669;0;432;604;605;534;519;9;9;9;9;9
1716466903.2266355;0;431;604;605;534;519;9;9;9;9;9
1716466903.24942;0;431;604;605;534;519;9;9;9;9;9
1716466903.2674742;0;431;604;605;534;519;9;9;9;9;9
1716466903.2873566;0;431;604;605;534;519;9;9;9;9;9
1716466903.3133628;0;431;604;605;534;519;9;9;9;9;9
1716466903.333622;0;431;604;605;534;519;9;9;9;9;9
1716466903.3558574;0;431;604;605;534;519;9;9;9;9;9
1716466903.3771203;0;431;604;605;534;519;9;9;9;9;9
1716466903.3971124;0;431;604;605;534;519;9;9;9;9;9
1716466903.4170992;0;431;604;605;534;519;9;9;9;9;9
1716466903.449722;0;431;604;605;534;519;9;9;9;9;9
1716466903.4548874;0;431;604;605;534;519;9;9;9;9;9
1716466903.4677222;0;431;604;605;534;519;9;9;9;9;9
1716466903.486989;0;431;604;606;534;519;9;9;9;9;9
1716466903.5069852;0;431;604;606;534;519;9;9;9;9;9
1716466903.5272388;0;431;604;606;534;519;9;9;9;9;9
1716466903.553659;0;431;604;606;534;519;9;9;9;9;9
1716466903.5736368;0;431;604;606;534;519;9;9;9;9;9
1716466903.5966256;0;431;604;606;534;519;9;9;9;9;9
1716466903.6176162;0;431;604;606;534;519;9;9;9;9;9
1716466903.6340938;0;431;604;606;534;519;9;9;9;9;9
1716466903.6544585;0;431;604;606;534;519;9;9;9;9;9
1716466903.6676736;0;431;604;606;534;519;9;9;9;9;9
1716466903.686685;0;431;604;606;534;519;9;9;9;9;9
1716466903.7066536;0;431;604;606;534;519;9;9;9;9;9
1716466903.7273731;0;431;604;606;534;519;9;9;9;9;9
1716466903.7494917;0;431;604;606;534;519;9;9;9;9;9
1716466903.7673163;0;431;604;606;534;519;9;9;9;9;9
1716466903.7933023;0;431;605;606;534;519;9;9;9;9;9
1716466903.813292;0;431;605;606;534;519;9;9;9;9;9
1716466903.8378701;0;431;605;606;534;519;9;9;9;9;9
1716466903.857273;0;431;604;606;534;519;9;9;9;9;9
1716466903.8771057;0;431;604;606;534;519;9;9;9;9;9
1716466903.8871024;0;431;604;606;534;519;9;9;9;9;9
1716466903.907207;0;431;604;606;534;520;9;9;9;9;9
1716466903.927197;0;431;604;606;534;520;9;9;9;9;9
