timestamp;cycle;thumb;index;middle;ring;pinkie;thumb_y;index_y;middle_y;ring_y;pinkie_y
1716467409.887626;0;437;609;610;536;525;9;9;9;9;9
1716467409.9236326;0;437;609;610;536;525;9;9;9;9;9
1716467409.9256077;0;437;609;610;536;525;9;9;9;9;9
1716467409.9476113;0;437;609;610;536;525;9;9;9;9;9
1716467409.9697542;0;437;609;610;536;525;9;9;9;9;9
1716467409.9876437;0;437;608;610;536;525;9;9;9;9;9
1716467410.0077069;0;437;608;610;536;525;9;9;9;9;9
1716467410.0276983;0;437;608;610;536;525;9;9;9;9;9
1716467410.0476851;0;437;609;610;536;525;9;9;9;9;9
1716467410.0689619;0;437;609;610;536;525;9;9;9;9;9
1716467410.088015;0;437;609;610;536;525;9;9;9;9;9
1716467410.1080086;0;437;609;610;536;525;9;9;9;9;9
1716467410.1280146;0;437;609;610;536;525;9;9;9;9;9
1716467410.148015;0;437;609;610;536;525;9;9;9;9;9
1716467410.1697102;0;437;609;610;536;525;9;9;9;9;9
1716467410.1876361;0;437;609;610;536;525;9;9;9;9;9
1716467410.2076287;0;437;609;610;536;525;9;9;9;9;9
1716467410.227641;0;437;609;610;536;525;9;9;9;9;9
1716467410.2474127;0;437;609;610;536;525;9;9;9;9;9
1716467410.2696579;0;437;609;610;536;525;9;9;9;9;9
1716467410.2877753;0;437;609;610;536;525;9;9;9;9;9
1716467410.317615;0;437;609;610;536;525;9;9;9;9;9
1716467410.327627;0;437;609;610;536;525;9;9;9;9;9
1716467410.3481302;0;437;609;610;536;525;9;9;9;9;9
1716467410.3693852;0;437;609;610;536;525;9;9;9;9;9
1716467410.3939812;0;437;609;610;536;525;9;9;9;9;9
1716467410.4079094;0;437;609;610;536;525;9;9;9;9;9
1716467410.4339151;0;437;609;610;536;525;9;9;9;9;9
1716467410.4478896;0;437;609;610;536;525;9;9;9;9;9
1716467410.4684293;0;437;609;610;536;525;9;9;9;9;9
1716467410.487424;0;437;609;610;536;525;9;9;9;9;9
1716467410.5074186;0;437;609;610;536;525;9;9;9;9;9
1716467410.5274227;0;437;609;610;536;525;9;9;9;9;9
1716467410.548442;0;437;609;610;536;524;9;9;9;9;9
1716467410.570673;0;437;609;610;536;524;9;9;9;9;9
1716467410.5876508;0;437;609;610;536;524;9;9;9;9;9
1716467410.6076424;0;437;609;611;536;525;9;9;9;9;9
1716467410.627643;0;437;609;611;536;525;9;9;9;9;9
1716467410.6477563;0;437;609;611;536;525;9;9;9;9;9
1716467410.6700978;0;437;609;610;536;525;9;9;9;9;9
1716467410.6881719;0;437;609;610;536;525;9;9;9;9;9
1716467410.7081823;0;437;609;610;536;525;9;9;9;9;9
1716467410.7271743;0;437;609;610;536;525;9;9;9;9;9
1716467410.7480586;0;437;609;610;536;525;9;9;9;9;9
1716467410.7684255;0;437;609;610;536;525;9;9;9;9;9
1716467410.78408;0;437;609;610;536;524;9;9;9;9;9
1716467410.8070905;0;437;609;610;536;524;9;9;9;9;9
1716467410.8280594;0;437;609;610;536;524;9;9;9;9;9
