timestamp;cycle;thumb;index;middle;ring;pinkie;thumb_y;index_y;middle_y;ring_y;pinkie_y
1716463695.8945675;0;437;600;608;534;515;9;9;9;9;9
1716463695.9325485;0;437;600;608;534;515;9;9;9;9;9
1716463695.9345438;0;437;600;608;534;515;9;9;9;9;9
1716463695.9735227;0;437;600;608;534;515;9;9;9;9;9
1716463695.97452;0;436;600;608;534;515;9;9;9;9;9
1716463696.0050478;0;436;600;608;534;515;9;9;9;9;9
1716463696.0122108;0;436;600;608;534;515;9;9;9;9;9
1716463696.072584;0;436;600;608;534;515;9;9;9;9;9
1716463696.0755162;0;436;600;608;534;515;9;9;9;9;9
1716463696.11432;0;436;600;608;534;515;9;9;9;9;9
1716463696.1165514;0;436;600;608;534;515;9;9;9;9;9
1716463696.120214;0;436;600;608;534;515;9;9;9;9;9
1716463696.1362212;0;436;600;608;534;515;9;9;9;9;9
1716463696.1479332;0;436;600;608;534;515;9;9;9;9;9
1716463696.1761148;0;437;600;608;534;515;9;9;9;9;9
1716463696.192237;0;437;600;608;534;515;9;9;9;9;9
1716463696.2160757;0;437;600;608;534;515;9;9;9;9;9
1716463696.267946;0;437;600;608;534;515;9;9;9;9;9
1716463696.2739644;0;437;600;608;534;515;9;9;9;9;9
1716463696.2739644;0;437;600;608;534;515;9;9;9;9;9
1716463696.3130436;0;437;600;608;534;515;9;9;9;9;9
1716463696.31514;0;437;600;608;534;515;9;9;9;9;9
1716463696.3531256;0;437;600;608;534;515;9;9;9;9;9
1716463696.3551247;0;437;600;608;534;515;9;9;9;9;9
1716463696.3721235;0;437;600;608;534;515;9;9;9;9;9
1716463696.3922658;0;437;600;608;534;515;9;9;9;9;9
1716463696.4260798;0;437;600;608;534;515;9;9;9;9;9
1716463696.4360795;0;437;600;608;534;515;9;9;9;9;9
1716463696.4530678;0;437;600;608;534;515;9;9;9;9;9
1716463696.4660609;0;437;600;608;534;515;9;9;9;9;9
1716463696.4857016;0;437;600;608;534;515;9;9;9;9;9
1716463696.5057578;0;437;600;608;534;515;9;9;9;9;9
1716463696.525749;0;437;600;608;534;515;9;9;9;9;9
1716463696.548738;0;437;600;608;534;515;9;9;9;9;9
1716463696.5667334;0;437;600;608;534;515;9;9;9;9;9
1716463696.585873;0;437;600;608;534;515;9;9;9;9;9
1716463696.6120782;0;437;600;608;534;515;9;9;9;9;9
1716463696.6320698;0;437;600;608;534;515;9;9;9;9;9
1716463696.6570752;0;437;600;608;534;515;9;9;9;9;9
1716463696.6761715;0;437;600;608;534;515;9;9;9;9;9
1716463696.692464;0;437;600;608;534;515;9;9;9;9;9
1716463696.705781;0;437;600;608;534;515;9;9;9;9;9
1716463696.7257934;0;437;600;608;534;515;9;9;9;9;9
1716463696.7477603;0;437;600;608;534;515;9;9;9;9;9
1716463696.7658126;0;437;600;608;534;515;9;9;9;9;9
1716463696.7855222;0;437;600;608;534;515;9;9;9;9;9
1716463696.8245058;0;437;600;608;534;515;9;9;9;9;9
1716463696.832506;0;437;600;608;534;515;9;9;9;9;9
1716463696.856491;0;437;600;608;534;515;9;9;9;9;9
1716463696.8754976;0;437;600;608;534;515;9;9;9;9;9
1716463696.8856063;0;437;600;608;534;515;9;9;9;9;9
1716463696.9056761;0;437;600;608;534;515;9;9;9;9;9
